ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer
2119,Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0,0.04,0.44,Q Entertainment
2120,Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.22,Q Entertainment
2121,Child of Light,PSV,2014,Role-Playing,Ubisoft,0,0.04,0.02,0.01,0.07,Ubisoft Montreal
2122,Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,Ubisoft Montreal
2123,Children of Mana,DS,2006,Role-Playing,Nintendo,0.16,0.01,0.29,0.01,0.48,Nex Entertainment
2124,Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0,0.01,0,0,0.02,Deadline Games
2125,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0,0,0.07,0,0.07,
2126,Chocobo no Fushigi Dungeon,PS,1997,Role-Playing,SquareSoft,0,0,1.14,0.08,1.22,
2127,Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,
2128,Chocobo Racing,PS,1999,Racing,SquareSoft,0.07,0.05,0.3,0.03,0.44,
2129,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008,Role-Playing,Square Enix,0,0,0.05,0,0.05,
2130,Chocobo's Dungeon 2,PS,1998,Role-Playing,SquareSoft,0.04,0.03,0.58,0.05,0.7,
2131,Chocolatier,DS,2010,Misc,Zoo Games,0.05,0,0,0,0.05,Zoo Games
2132,Chokkan! Asonde Relaxuma,DS,2008,Action,Rocket Company,0,0,0.01,0,0.01,
2133,Chopper Attack,N64,1997,Action,GT Interactive,0.09,0.02,0,0,0.11,
2134,Chopper Command,2600,1982,Shooter,Activision,0.47,0.03,0,0.01,0.5,
2135,Choro Q,PS2,2003,Racing,Zoo Digital Publishing,0.01,0.01,0,0,0.02,
2136,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,Takara,0,0,0.05,0,0.05,
2137,Choro Q Marine: Q Boat,PS,1998,Racing,Takara,0,0,0.05,0,0.06,
2138,Choro Q2,PS,1997,Racing,Takara,0,0,0.23,0.02,0.25,
2139,Choro Q3,PS,1998,Racing,Takara,0,0,0.24,0.02,0.26,
2140,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016,Action,dramatic create,0,0,0.01,0,0.01,
2141,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,0,0,0.04,0,0.04,
2142,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06,
2143,Chou Jigen Game Neptune Mk-II,PS3,2011,Role-Playing,Compile Heart,0,0,0.09,0,0.09,
2144,Chou Soujuu Mecha MG,DS,N/A,Simulation,N/A,0,0,0.06,0,0.06,
2145,Chou!! Super Nep League DS,DS,2008,Sports,Jaleco,0,0,0.02,0,0.02,
2146,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997,Shooter,Namco Bandai Games,0,0,0.1,0,0.1,
2147,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0,0,0.05,0,0.05,
2148,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996,Sports,Imagineer,0,0,0.19,0,0.19,
2149,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0,0,0.22,0,0.22,
2150,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,0,0,0.05,0,0.05,
2151,Chromehounds,X360,2006,Simulation,Sega,0.24,0,0.01,0.02,0.28,From Software
2152,Chronicles of Mystery: Curse of the Ancient Temple,DS,2009,Adventure,City Interactive,0.07,0.1,0,0.02,0.19,City Interactive
2153,Chronicles of Mystery: The Secret Tree of Life,DS,2011,Adventure,City Interactive,0.03,0.04,0,0.01,0.07,City Interactive
2154,Chronicles of the Sword,PS,1996,Adventure,Psygnosis,0.03,0.02,0,0,0.05,
2155,Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,SquareSoft
2156,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0,2.02,0.01,2.31,
2157,Chrono Trigger,DS,2008,Role-Playing,Square Enix,0.61,0.16,0.49,0.08,1.34,TOSE
2158,Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,0.06,0,0,0,0.06,Extra Mile Studios
2159,Chrysler Classic Racing,DS,2008,Racing,Zoo Games,0.02,0,0,0,0.02,Extra Mile Studios
2160,ChuChu Rocket!,GBA,2001,Strategy,Atari,0.06,0.02,0,0,0.09,
2161,Chuck E. Cheese's Game Room,DS,2010,Misc,UFO Interactive,0.12,0,0,0.01,0.13,UFO Interactive
2162,Chuck E. Cheese's Party Games,DS,2010,Misc,UFO Interactive,0.17,0,0,0.01,0.18,UFO Interactive
2163,Chuck E. Cheese's Party Games,Wii,2010,Misc,UFO Interactive,0.15,0,0,0.01,0.16,UFO Interactive
2164,Chuck E. Cheese's Playhouse,DS,2010,Misc,UFO Interactive,0.05,0,0,0,0.05,UFO Interactive
2165,Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive,0.02,0,0,0,0.02,UFO Interactive
2166,Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,0.02,0,0,0,0.02,UFO Interactive
2167,Chuugaku Eitango Target 1800 DS,DS,2006,Misc,IE Institute,0,0,0.07,0,0.07,
2168,Chuugen no Hasha: Sangoku Shouseiden,PSP,2006,Strategy,Namco Bandai Games,0,0,0.02,0,0.02,
2169,CID The Dummy,PSP,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03,Twelve Games
2170,CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03,Twelve Games
2171,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008,Role-Playing,Square Enix,0,0,0.06,0,0.06,
2172,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0,0,0.1,0,0.1,
2173,CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,0.02,0.01,0,0,0.03,Neverland
2174,Circuit Breakers,PS,1998,Racing,Mindscape,0.04,0.03,0,0,0.07,
2175,Circus Atari,2600,N/A,Action,Atari,0.43,0.03,0,0,0.46,
2176,Circus Maximus: Chariot Wars,XB,2002,Racing,THQ,0.05,0.02,0,0,0.07,Kodiak Interactive
2177,Cities in Motion,PC,2011,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,Colossal Order
2178,Cities in Motion Collection,PC,2011,Simulation,Unknown,0,0.02,0,0,0.02,Paradox Interactive
2179,Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0,0.02,0,0,0.02,Monte Cristo Multimedia
2180,Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.01,0.07,Monte Cristo Multimedia
2181,Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,0.13,0,0.01,0.14,Colossal Order
2182,Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0,0.01,0,0,0.01,Colossal Order
2183,City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0,0,0,0.04,Collision Studios
2184,City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02,0.13,Syscom
2185,City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0,0.04,Monte Cristo Multimedia
2186,Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0,0.04,0,0,0.04,
2187,Civilization II,PS,1998,Strategy,Activision,0.15,0.11,0,0.02,0.28,
2188,Clannad,PS2,2006,Adventure,Interchannel,0,0,0.04,0,0.04,
2189,Clannad,PSP,2008,Adventure,Prototype,0,0,0.04,0,0.04,
2190,Clannad,PS3,2011,Adventure,Prototype,0,0,0.03,0,0.03,
2191,Clannad,X360,2008,Adventure,Prototype,0,0,0.03,0,0.03,
2192,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0,0,0.03,0,0.03,
2193,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,0,0,0.02,0,0.02,
2194,Clash of Elementalists,DS,2010,Action,Level 5,0,0,0.47,0,0.47,Teyon
2195,Clash of Elementalists,3DS,2013,Action,Unknown,0,0.03,0,0,0.03,
2196,Clash of the Titans,PS3,2010,Action,Namco Bandai Games,0.09,0.15,0.01,0.05,0.31,Game Republic
2197,Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.08,0.06,0,0.02,0.16,Game Republic
2198,Class of Heroes,PSP,2008,Role-Playing,Acquire,0.06,0,0.08,0.01,0.14,Zerodiv
2199,Classic Action: Devilish,DS,2005,Misc,505 Games,0.06,0,0,0,0.07,Starfish
2200,Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,0,0,0.05,0,0.05,
2201,Classic Dungeon: Fuyoku no Masoujin,PSP,2010,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03,
2202,Classic NES Series: Bomberman,GBA,2004,Action,Nintendo,0.1,0.04,0.11,0.01,0.26,
2203,Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33,Konami
2204,Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73,Nintendo
2205,Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,Nintendo
2206,Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25,Nintendo
2207,Classic NES Series: Ice Climber,GBA,2004,Platform,Nintendo,0.1,0.04,0.2,0.01,0.34,Nintendo
2208,Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,Nintendo
2209,Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46,Nintendo
2210,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,0,0,1.39,0.03,1.43,Nintendo
2211,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,Nintendo
2212,Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25,
2213,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7,Nintendo
2214,Classic Road,SNES,1993,Sports,Victor Interactive,0,0,0.11,0,0.11,
2215,Classic Road,PS,1995,Sports,Victor Interactive,0,0,0.07,0,0.07,
2216,Classic Word Games,DS,2009,Misc,Ubisoft,0.09,0.36,0,0.06,0.51,Ubisoft
2217,ClayFighter 63 1/3,N64,1997,Fighting,Interplay,0.17,0.04,0,0,0.21,
2218,Clever Kids: Creepy Crawlies,DS,2009,Action,Midas Interactive Entertainment,0,0.04,0,0,0.05,
2219,Clever Kids: Pirates,DS,2008,Misc,Midas Interactive Entertainment,0,0.03,0,0,0.03,
2220,Clive Barker's Jericho,X360,2007,Shooter,Codemasters,0.28,0.01,0,0.02,0.32,"Mercury Steam, Alchemic Productions"
2221,Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2,"Mercury Steam, Alchemic Productions"
2222,Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0,0.01,0,0,0.01,"Mercury Steam, Alchemic Productions"
2223,Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53,
2224,Clock Tower 3,PS2,2002,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33,SunSoft
2225,Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17,Human Entertainment
2226,Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0,0,0.12,0.01,0.12,
2227,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02,
2228,Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,
2229,Clockwork Empires,PC,N/A,Strategy,Unknown,0,0.04,0,0,0.04,Gaslamp Games
2230,Clockwork Knight,SAT,1994,Platform,Sega,0,0,0.09,0,0.09,
2231,Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0,0.01,0.18,Destineer
2232,Cloudy With a Chance of Meatballs,DS,2009,Platform,Ubisoft,0.2,0.01,0,0.02,0.22,Ubisoft
2233,Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.1,0,0,0.01,0.11,Ubisoft Shanghai
2234,Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0,0.01,0.1,Ubisoft Shanghai
2235,Cloudy With a Chance of Meatballs,X360,2009,Platform,Ubisoft,0.07,0,0,0.01,0.09,Ubisoft Shanghai
2236,Cloudy With a Chance of Meatballs,PSP,2009,Platform,Ubisoft,0.07,0,0,0.01,0.08,Ubisoft Shanghai
2237,Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,0,0,0.02,0,0.02,
2238,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02,
2239,Clu Clu Land,NES,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82,
2240,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.87,0.97,0,0.3,3.14,1st Playable Productions
2241,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,Disney Interactive Studios,0.39,0.21,0,0.06,0.65,
2242,Club Penguin: Game Day!,Wii,2010,Sports,Disney Interactive Studios,0.54,0.32,0,0.08,0.94,
2243,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,Agenda
2244,CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,Harmonix Music Systems
2245,Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0,0,0,0.06,Neko Entertainment
2246,Cocoto Kart Racer,DS,2004,Racing,Big Ben Interactive,0.04,0,0,0,0.05,Neko Entertainment
2247,Cocoto Magic Circus,Wii,2008,Shooter,Neko Entertainment,0.02,0,0,0,0.02,Neko Entertainment
2248,Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03,
2249,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,
2250,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,
2251,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0,0,0.04,0,0.04,
2252,Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0,0,0.05,DC Studios
2253,Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,Game Factory,0.07,0,0,0.01,0.08,The Game Factory
2254,Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.01,0,0.01,0.09,The Game Factory
2255,Code Lyoko: Quest for Infinity,PSP,2008,Action,Game Factory,0.03,0,0,0,0.03,Neko Entertainment
2256,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,Intelligent Systems
2257,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2,Studio Saizensen
2258,Code R,SAT,1998,Adventure,Quintet,0,0,0.02,0,0.02,
2259,Code:Realize - Sousei no Himegimi,PSV,2014,Adventure,Idea Factory,0.05,0,0.03,0.02,0.1,
2260,Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0,0.17,0.75,Konami
2261,Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,0.06,Creat Studios
2262,Coded Soul: Uke Keigareshi Idea,PSP,2008,Role-Playing,Sony Computer Entertainment,0,0,0.02,0,0.02,
2263,Codename Tenka,PS,1997,Shooter,Psygnosis,0.05,0.03,0,0.01,0.09,
2264,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.12,0.05,0,0,0.17,
2265,Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004,Platform,Global Star,0.05,0.02,0,0,0.08,Vicarious Visions
2266,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0,0.01,0.1,High Voltage Software
2267,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005,Platform,Global Star,0.04,0.01,0,0,0.05,High Voltage Software
2268,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star,0.01,0,0,0,0.02,High Voltage Software
2269,Codename: Panzers Cold War,PC,2009,Strategy,Atari,0,0.02,0,0,0.03,Stormregion
2270,Codename: Panzers Complete Collection,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01,
2271,Codename: Panzers Phase Two,PC,2005,Strategy,CDV Software Entertainment,0,0.01,0,0,0.01,Stormregion
2272,Cold Fear,PS2,2005,Action,Ubisoft,0.06,0.04,0,0.01,0.11,Darkworks
2273,Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,0,0.06,Darkworks
2274,Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,0.06,0,0,0,0.06,Zoo Games
2275,Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0,0,0.02,Mindware Studios
2276,Cold Winter,PS2,2005,Shooter,Vivendi Games,0.06,0.04,0,0.01,0.11,Swordfish Studios
2277,Colin McRae Rally,PS,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87,
2278,Colin McRae Rally 04,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94,
2279,Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0,0,0.1,Codemasters
2280,Colin McRae Rally 04,PC,2004,Racing,Codemasters,0,0.01,0,0,0.01,Codemasters
2281,Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,Codemasters
2282,Colin McRae Rally 2.0,GBA,2002,Racing,Codemasters,0.02,0.01,0,0,0.02,Spellbound
2283,Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.04,0.01,0,0,0.05,Codemasters
2284,Colin McRae Rally 2005,PC,2004,Racing,Codemasters,0,0.01,0,0,0.02,Codemasters
2285,Colin McRae Rally 3,PS2,2002,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4,Codemasters
2286,Colin McRae Rally 3,XB,2002,Racing,Codemasters,0.03,0.01,0,0,0.04,Codemasters
2287,Collar x Malice,PSV,2016,Action,Idea Factory,0,0,0.02,0,0.02,Otomate
2288,College Hoops 2K6,PS2,N/A,Sports,Unknown,0.12,0.1,0,0.03,0.25,2K Sports
2289,College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12,2K Sports
2290,College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0,0,0.1,2K Sports
2291,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0,0,0.02,0.21,2K Sports
2292,College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,2K Sports
2293,College Hoops 2K8,PS2,2007,Sports,Take-Two Interactive,0.17,0.13,0,0.04,0.35,Visual Concepts
2294,College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,Visual Concepts
2295,College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,Visual Concepts
2296,College Slam,PS,1995,Sports,Acclaim Entertainment,0.1,0.07,0,0.01,0.19,
2297,Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42,Psygnosis
2298,Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0,0.01,0.12,
2299,Colony Wars: Vengeance,PS,1998,Simulation,Psygnosis,0.13,0.09,0,0.02,0.23,
2300,Color Cross,DS,2008,Misc,Rising Star Games,0.04,0,0,0,0.05,Rising Star Games
2301,Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0,0.01,0.07,Goshow
2302,Combat,2600,N/A,Action,Atari,1.17,0.07,0,0.01,1.25,
2303,Combat Elite: WWII Paratroopers,PS2,N/A,Shooter,Unknown,0.03,0.02,0,0.01,0.06,BattleBorne
2304,Combat Elite: WWII Paratroopers,XB,N/A,Shooter,Unknown,0.02,0.01,0,0,0.03,BattleBorne
2305,Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0,0,0.02,Microsoft Game Studios
2306,Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0,0.03,0,0,0.03,Big Time Software
2307,Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,Ubisoft
2308,Combat Wings: The Great Battles of WWII,Wii,N/A,Simulation,City Interactive,0.02,0,0,0,0.03,City Interactive
2309,Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.07,Direct Action Games
2310,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,0,0,0.24,0.02,0.25,
2311,Command & Conquer,PS,1996,Strategy,Virgin Interactive,0.22,0.15,0,0.03,0.4,
2312,Command & Conquer,N64,1999,Strategy,Nintendo,0.22,0.05,0,0,0.27,
2313,Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,0,0.02,0,0,0.02,
2314,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.16,0.06,0,0.02,0.24,
2315,Command & Conquer 3: Kane's Wrath,PC,2008,Strategy,Electronic Arts,0,0.01,0,0,0.02,
2316,Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,Electronic Arts,0.35,0.04,0,0.03,0.42,
2317,Command & Conquer 3: Tiberium Wars,PC,2007,Strategy,Electronic Arts,0,0.06,0,0.01,0.07,
2318,Command & Conquer 4: Tiberian Twilight,PC,2010,Strategy,Electronic Arts,0,0.01,0,0,0.02,
2319,Command & Conquer Collection,PC,2003,Strategy,Electronic Arts,0.01,0,0,0,0.02,
2320,Command & Conquer Renegade,PC,2002,Shooter,Electronic Arts,0,0.01,0,0,0.01,
2321,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0,0.14,2.85,
2322,Command & Conquer: Red Alert,PS,1997,Strategy,Virgin Interactive,0.23,0.16,0,0.03,0.41,
2323,Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,1.32,0.02,0,0,1.34,
2324,Command & Conquer: Red Alert 3,PC,2008,Strategy,Electronic Arts,0.01,0.64,0,0.02,0.67,
2325,Command & Conquer: Red Alert 3,X360,2008,Strategy,Electronic Arts,0.18,0.23,0,0.05,0.45,
2326,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,2009,Strategy,Electronic Arts,0.14,0.15,0,0.06,0.35,
2327,Command & Conquer: Red Alert Retaliation,PS,1998,Strategy,Virgin Interactive,0.39,0.27,0,0.05,0.7,
2328,Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02,
2329,Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios,1.55,0,0,0,1.55,
2330,Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0,0.02,0,0,0.03,Nitro Games
2331,Commando,NES,1986,Action,Capcom,0.71,0.16,0.25,0.03,1.14,
2332,Commando,2600,1987,Action,Activision,0.44,0.02,0,0,0.47,
2333,Commando: Steel Disaster,DS,2008,Shooter,Lexicon Entertainment,0.02,0,0,0,0.02,Mana Comp. Soft.
2334,Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0,0.02,0.18,Pyro Studios
2335,Commandos 2: Men of Courage,XB,2002,Strategy,Eidos Interactive,0.05,0.02,0,0,0.07,Pyro Studios
2336,Commandos 3: Destination Berlin,PC,2003,Strategy,Eidos Interactive,0,0.02,0,0,0.02,Pyro Studios
2337,Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,Pyro Studios
2338,Commandos: Strike Force,XB,2006,Shooter,Eidos Interactive,0.02,0,0,0,0.02,Pyro Studios
2339,Company of Heroes,PC,2006,Strategy,THQ,0,0.04,0,0.01,0.05,Relic
2340,Company of Heroes 2,PC,2013,Strategy,THQ,0.06,0.25,0,0.04,0.34,Relic
2341,Company of Heroes: Anthology,PC,2009,Strategy,THQ,0,0.15,0,0.03,0.18,
2342,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01,0.04,Relic
2343,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,0.04,Relic
2344,Conan,PS3,2007,Action,THQ,0.13,0.15,0,0.05,0.34,Nihilistic
2345,Conan,X360,2007,Action,THQ,0.16,0.02,0,0.01,0.19,Nihilistic
2346,Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.1,0,0.04,0.03,0.17,Spike
2347,Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01,0.12,Spike
2348,Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0,0,0.08,0,0.08,
2349,Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0,0.06,0.63,Monolith Productions
2350,Condemned 2: Bloodshot,PS3,2008,Action,Sega,0.17,0.16,0,0.06,0.39,Monolith Productions
2351,Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.02,0,0.03,0.41,Monolith Productions
2352,Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0,0.01,0.12,High Voltage Software
2353,Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21,MASA Group
2354,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0,0.02,0.19,Pivotal Games
2355,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03,0.19,Pivotal Games
2356,Conflict: Denied Ops,PC,2008,Shooter,Eidos Interactive,0,0.01,0,0,0.01,Pivotal Games
2357,Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games,0.98,0.53,0,0.06,1.57,Pivotal Games
2358,Conflict: Desert Storm,XB,2002,Shooter,SCi,0.48,0.37,0,0.02,0.87,SCi
2359,Conflict: Desert Storm,GC,2003,Shooter,SCi,0.06,0.02,0,0,0.08,Pivotal Games
2360,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0,0.1,0.77,
2361,Conflict: Desert Storm II - Back to Bagdhad,XB,2003,Shooter,SCi,0.21,0.06,0,0.01,0.28,
2362,Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,SCi,0.03,0.01,0,0,0.04,
